Company_ID,Governorate,Industry,BI_Implementation_Year,Pre_BI_Decision_Making_Agility_Score,Post_BI_Decision_Making_Agility_Score,Pre_BI_Operational_Efficiency_Index,Post_BI_Operational_Efficiency_Index,Pre_BI_Data_Driven_Decisions_Percentage,Post_BI_Data_Driven_Decisions_Percentage,Revenue_Growth_After_BI_Percentage,Cost_Reduction_After_BI_Percentage,Customer_Satisfaction_Increase_After_BI_Percentage,Market_Share_Increase_After_BI_Percentage,Reference,Decision_Making_Agility_Improvement,Operational_Efficiency_Improvement,Data_Driven_Decisions_Improvement,Data_Source,Has_Negative_Agility_Improvement,Has_Negative_Efficiency_Improvement,Is_Recent_Implementation,Data_Quality_Flag,Reference_Standardized,Data_Last_Verified,Data_Version
724,Tartus,Telecommunications,2020,5.4,8.1,71.7,88.0,38.7,83.9,13.7,11.1,19.1,3.4,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,2.6999999999999997,16.299999999999997,45.2,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
725,Tartus,Services,2019,3.5,5.9,69.9,85.4,57.0,100.0,13.4,5.3,17.1,3.9,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,2.4000000000000004,15.5,43.0,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
726,Tartus,Education,2019,3.9,7.1,67.6,88.1,45.2,89.0,18.9,8.6,5.7,6.2,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.2,20.5,43.8,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
727,Tartus,Finance,2022,3.6,6.3,72.9,92.4,38.3,79.5,19.1,3.5,12.9,7.8,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,2.7,19.5,41.2,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
728,Tartus,Healthcare,2020,6.2,9.1,75.8,92.9,38.2,84.6,12.9,10.8,10.6,1.9,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,2.8999999999999995,17.10000000000001,46.39999999999999,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
729,Tartus,Healthcare,2023,4.3,6.8,79.1,100.0,48.6,92.1,7.6,18.6,12.0,3.5,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,2.5,20.90000000000001,43.49999999999999,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
730,Tartus,Retail,2019,4.4,8.4,75.4,88.8,33.5,81.9,1.4,9.6,6.0,4.2,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,4.0,13.399999999999991,48.400000000000006,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
731,Tartus,Telecommunications,2024,3.8,6.4,80.0,100.0,29.0,79.7,16.0,10.8,12.0,3.7,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,2.6000000000000005,20.0,50.7,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
732,Tartus,Manufacturing,2023,3.9,6.3,61.4,72.5,39.8,80.0,16.8,16.1,17.6,5.4,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,2.4,11.1,40.2,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
733,Tartus,Services,2020,5.0,8.1,57.6,76.9,47.4,89.7,20.3,8.7,11.5,1.0,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.1,19.300000000000004,42.3,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
734,Tartus,Retail,2020,3.7,7.0,62.4,81.5,37.7,78.9,26.9,14.2,9.6,6.8,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.3,19.1,41.2,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
735,Tartus,Retail,2018,2.5,6.4,63.7,80.0,60.0,100.0,16.1,1.0,18.5,1.8,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.9,16.299999999999997,40.0,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
736,Tartus,Education,2017,3.3,6.3,77.8,98.6,38.3,84.1,14.7,10.8,12.6,8.1,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.0,20.8,45.8,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
737,Tartus,Services,2018,4.0,7.7,67.1,80.4,36.0,81.0,24.2,9.4,6.9,5.6,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.7,13.300000000000011,45.0,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
738,Tartus,Education,2022,5.5,9.3,63.5,78.7,30.1,77.5,27.6,8.9,11.2,9.4,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.8000000000000007,15.200000000000005,47.4,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
739,Tartus,Retail,2018,3.1,6.7,61.1,74.3,36.5,79.0,17.1,4.0,16.5,8.5,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.6,13.199999999999996,42.5,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
740,Tartus,Telecommunications,2023,2.2,6.1,62.0,83.1,39.1,83.9,17.3,15.4,6.8,7.1,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.9,21.099999999999994,44.8,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
741,Tartus,Services,2018,6.5,9.4,74.5,91.8,51.1,95.8,16.0,15.8,10.1,1.7,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,2.9000000000000004,17.299999999999997,44.7,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
742,Tartus,Retail,2024,6.0,9.3,77.1,89.4,35.6,79.2,17.8,10.6,15.4,4.3,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.3000000000000007,12.300000000000011,43.6,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
743,Tartus,Healthcare,2021,3.4,6.6,66.7,83.8,40.0,85.0,15.8,15.7,7.1,3.5,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.2,17.099999999999994,45.0,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
744,Tartus,Finance,2019,2.9,6.6,52.9,69.7,59.5,98.3,6.0,3.8,16.3,8.5,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.7,16.800000000000004,38.8,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
745,Tartus,Retail,2024,6.0,10.0,66.0,74.4,32.2,75.2,16.9,9.4,17.3,8.9,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,4.0,8.400000000000006,43.0,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
746,Tartus,Education,2022,4.2,8.1,70.3,88.3,48.1,93.1,30.0,4.0,10.0,5.1,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.9,18.0,44.99999999999999,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
747,Tartus,Retail,2019,4.4,6.8,73.7,94.5,21.8,66.5,8.5,7.4,8.3,7.7,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,2.3999999999999995,20.8,44.7,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
748,Tartus,Telecommunications,2019,5.4,7.8,70.1,84.5,36.4,83.0,21.8,16.0,11.9,6.3,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,2.3999999999999995,14.400000000000006,46.6,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
749,Tartus,Services,2017,4.9,8.1,54.9,73.9,43.1,85.2,10.4,16.6,14.5,4.9,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.1999999999999997,19.000000000000007,42.1,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
750,Tartus,Healthcare,2024,5.9,9.2,63.8,83.6,32.2,82.6,27.0,8.2,9.5,1.0,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.299999999999999,19.8,50.39999999999999,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
751,Tartus,Finance,2020,4.6,7.6,58.2,74.7,44.4,91.1,6.5,9.7,6.2,7.9,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.0,16.5,46.7,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
752,Tartus,Healthcare,2022,3.6,6.5,51.7,70.8,37.2,85.6,11.6,7.6,5.6,2.8,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,2.9,19.099999999999994,48.39999999999999,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
753,Tartus,Services,2024,3.6,7.0,65.0,77.6,38.2,85.1,10.9,13.7,8.5,4.2,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.4,12.599999999999994,46.89999999999999,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
754,Tartus,Telecommunications,2022,4.5,7.5,68.7,76.8,22.9,69.9,25.0,6.3,11.2,6.3,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.0,8.099999999999994,47.00000000000001,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
755,Tartus,Telecommunications,2023,5.2,7.2,61.4,77.8,46.2,100.0,17.1,4.2,14.1,9.0,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,2.0,16.4,53.8,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
756,Tartus,Telecommunications,2019,5.5,9.2,60.4,79.7,48.9,98.1,18.1,8.7,17.7,2.2,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.6999999999999993,19.300000000000004,49.2,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
757,Tartus,Healthcare,2019,5.6,8.7,76.8,96.5,28.5,78.6,28.3,14.0,8.9,4.6,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.1,19.700000000000003,50.1,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
758,Tartus,Telecommunications,2019,6.4,9.7,50.0,69.1,36.5,80.9,16.2,13.7,17.3,6.2,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.299999999999999,19.099999999999994,44.400000000000006,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
759,Tartus,Finance,2017,4.5,7.2,71.9,91.4,53.9,100.0,14.2,13.8,8.1,7.3,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,2.7,19.5,46.1,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
760,Tartus,Telecommunications,2024,3.8,6.5,69.7,76.7,23.6,67.6,19.0,8.6,5.3,3.3,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,2.7,7.0,43.99999999999999,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
761,Tartus,Retail,2022,4.4,8.4,70.6,85.3,37.1,76.5,17.8,15.0,15.3,9.3,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,4.0,14.700000000000005,39.4,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
762,Tartus,Retail,2020,4.2,8.4,67.6,88.1,53.3,97.3,19.9,15.8,11.7,1.9,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,4.2,20.5,44.0,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
763,Tartus,Education,2022,6.5,9.5,68.9,91.2,34.1,75.0,20.1,2.5,11.0,6.1,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.0,22.3,40.9,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
764,Tartus,Healthcare,2020,6.2,9.6,77.9,94.6,31.6,77.3,17.1,5.2,18.8,3.8,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.3999999999999995,16.69999999999999,45.7,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
765,Tartus,Manufacturing,2020,3.9,6.7,55.2,79.9,27.8,72.8,24.3,12.0,12.0,1.0,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,2.8000000000000003,24.700000000000003,45.0,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
766,Tartus,Education,2024,3.5,6.9,62.1,80.7,46.0,94.4,10.8,19.7,15.7,5.5,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.4000000000000004,18.6,48.400000000000006,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
767,Tartus,Manufacturing,2019,2.8,5.9,50.8,69.3,43.1,87.6,14.4,1.4,14.0,9.4,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.1000000000000005,18.5,44.49999999999999,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
768,Tartus,Services,2017,2.6,6.2,64.9,79.6,32.7,75.9,20.9,4.6,10.5,5.4,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.6,14.699999999999989,43.2,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
769,Tartus,Services,2020,3.5,6.3,60.8,85.7,44.8,86.0,25.5,11.1,13.4,4.5,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,2.8,24.90000000000001,41.2,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
770,Tartus,Services,2017,3.8,8.2,58.7,82.6,38.7,84.5,23.8,7.5,16.1,1.0,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,4.4,23.89999999999999,45.8,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
771,Tartus,Healthcare,2017,3.6,6.3,58.8,75.7,43.3,90.7,20.0,7.4,13.9,5.8,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,2.7,16.900000000000006,47.400000000000006,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
772,Tartus,Telecommunications,2024,5.5,9.2,68.0,82.1,33.7,76.3,16.5,11.4,15.5,5.3,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.6999999999999993,14.099999999999994,42.6,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
773,Tartus,Healthcare,2021,4.5,7.8,64.1,78.1,23.6,65.6,21.5,7.2,11.2,6.7,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.3,14.0,41.99999999999999,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
774,Tartus,Healthcare,2022,5.6,9.5,59.7,74.1,50.7,94.8,4.5,4.2,11.2,2.3,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.9,14.399999999999991,44.1,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
775,Tartus,Manufacturing,2017,6.1,9.2,75.4,98.8,53.0,98.7,6.1,12.2,16.9,5.3,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.1,23.39999999999999,45.7,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
776,Tartus,Manufacturing,2022,5.1,9.0,70.1,77.8,35.1,84.4,13.4,9.3,7.7,10.3,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.9,7.700000000000003,49.3,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
777,Tartus,Finance,2022,4.6,7.4,72.1,91.9,47.2,93.2,30.0,5.8,4.7,4.4,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,2.8000000000000007,19.80000000000001,46.0,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
778,Tartus,Finance,2020,3.3,6.0,60.9,80.7,35.1,79.1,24.1,6.9,11.1,6.5,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,2.7,19.800000000000004,43.99999999999999,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
779,Tartus,Finance,2020,4.8,8.4,80.0,98.4,47.3,91.2,20.4,17.4,2.9,6.6,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.6000000000000005,18.40000000000001,43.900000000000006,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
780,Tartus,Manufacturing,2022,6.3,9.2,67.5,85.4,20.0,60.2,11.6,13.8,16.2,6.3,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,2.8999999999999995,17.900000000000006,40.2,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
781,Tartus,Finance,2023,5.8,9.1,68.1,84.8,46.0,89.1,24.7,5.4,7.4,7.3,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.3,16.700000000000003,43.1,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
782,Tartus,Telecommunications,2020,5.4,8.3,66.3,89.7,53.9,100.0,16.7,15.5,8.1,3.0,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,2.9000000000000004,23.40000000000001,46.1,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
783,Tartus,Manufacturing,2020,3.4,6.6,61.3,81.8,36.3,76.0,21.3,4.1,8.6,1.0,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.2,20.5,39.7,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
784,Tartus,Manufacturing,2024,2.2,4.5,67.7,83.2,58.1,100.0,13.0,12.6,15.6,3.9,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,2.3,15.5,41.9,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
785,Tartus,Education,2017,2.7,6.0,66.5,82.5,43.8,85.6,11.2,10.7,14.0,2.3,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.3,16.0,41.8,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
786,Tartus,Healthcare,2019,3.8,6.9,63.2,78.6,57.0,98.4,30.0,12.1,12.7,6.8,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.1000000000000005,15.399999999999991,41.400000000000006,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
787,Tartus,Finance,2019,3.2,5.9,68.0,78.7,39.9,91.1,19.4,9.0,9.6,7.9,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,2.7,10.700000000000005,51.2,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
788,Tartus,Services,2020,6.5,9.9,67.7,89.5,49.8,91.4,15.2,4.5,14.1,7.3,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.4000000000000004,21.8,41.60000000000001,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
789,Tartus,Finance,2024,2.9,5.6,71.7,86.4,37.0,75.5,19.7,10.0,9.1,5.0,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,2.7,14.700000000000005,38.5,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
790,Tartus,Telecommunications,2019,2.8,7.1,63.2,80.6,49.0,100.0,10.6,12.2,9.2,4.0,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,4.3,17.39999999999999,51.0,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
791,Tartus,Education,2018,3.6,6.2,67.4,79.2,48.5,93.4,21.2,8.2,10.7,6.2,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,2.6,11.799999999999995,44.900000000000006,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
792,Tartus,Finance,2017,3.5,6.2,52.7,75.8,33.4,82.5,25.2,4.7,7.5,12.4,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,2.7,23.099999999999994,49.1,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
793,Tartus,Finance,2022,4.7,7.6,70.8,85.6,21.0,60.7,18.6,5.4,12.0,2.6,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,2.8999999999999995,14.799999999999995,39.7,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
794,Tartus,Services,2024,4.7,8.0,74.0,93.6,53.1,96.0,15.8,4.6,10.4,8.1,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.3,19.599999999999994,42.9,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
795,Tartus,Services,2022,2.4,6.3,54.6,76.0,36.3,83.7,10.1,15.3,5.8,3.7,Synthetic Data Model (2025) - Simulated BI Impact in Tartus,3.9,21.4,47.400000000000006,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
796,Latakia,Healthcare,2020,4.5,8.9,80.0,98.1,50.0,95.6,21.6,8.8,13.2,6.9,Synthetic Data Model (2025) - Simulated BI Impact in Latakia,4.4,18.099999999999994,45.6,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
797,Latakia,Finance,2017,4.4,8.1,60.1,77.7,57.4,100.0,27.0,10.3,13.7,8.2,Synthetic Data Model (2025) - Simulated BI Impact in Latakia,3.6999999999999993,17.6,42.6,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
798,Latakia,Telecommunications,2022,6.2,8.3,58.4,81.4,37.2,79.3,10.6,7.8,6.1,11.1,Synthetic Data Model (2025) - Simulated BI Impact in Latakia,2.1000000000000005,23.000000000000007,42.1,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
799,Latakia,Telecommunications,2024,5.1,8.9,74.5,96.5,33.9,77.5,23.3,8.0,12.3,6.5,Synthetic Data Model (2025) - Simulated BI Impact in Latakia,3.8000000000000007,22.0,43.6,Synthetic,False,False,True,Preliminary,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
800,Latakia,Telecommunications,2017,5.3,7.5,72.8,89.6,46.3,93.9,28.6,16.0,18.3,9.4,Synthetic Data Model (2025) - Simulated BI Impact in Latakia,2.2,16.799999999999997,47.60000000000001,Synthetic,False,False,False,Normal,Synthetic Data Model (2025) - Simulated BI Impact Analysis,2025-12-04,1.1
